file,column,N_total,L_est,seq_argmin_index,seq_argmin_time_s,seq_min_value,bb_argmin_index,bb_argmin_time_s,bb_min_value,evals_used_bb,eval_savings_pct,exact_match
angle-func.txt,SpacecraftFrame.T,8641,0.06021360500099934,4015,40150.0,21.24509,2187,21870.0,21.245145,163,98.11364425413726,False
angle-func.txt,SpacecraftFrame.X,8641,0.0006618600010000074,4015,40150.0,-0.999999,2188,21880.0,-0.999852,43,99.50237241060063,False
angle-func.txt,SpacecraftFrame.Y,8641,0.176915340001,715,7150.0,-0.982863,6199,61990.0,-0.982863,5659,34.509894688114805,False
angle-func.txt,SpacecraftFrame.Z,8641,0.033180840001,716,7160.0,-0.184338,8031,80310.0,-0.184338,7951,7.985186899664387,False
angular-velocity-function.txt,SpacecraftFrame.omega,8641,8.25300010000001e-05,1445,14450.0,0.007579,6937,69370.0,0.007579,2882,66.64737877560466,False
distance_txt.txt,dist.norm,17281,13.485680790000924,8044,80440.0,195.768577,7755,77550.0,349.986595,124,99.28244893235345,False
satellite-facility-dist.txt,ka-facil.norm,2881,6.319306993334329,120,3600.0,812.465297,1744,52320.0,1248.214876,31,98.92398472752517,False
