x,f
0.0,62.127555
22.942608387021643,61.91417654061477
33.170041279847865,61.81884256384663
37.72801654215236,61.77631528725676
38.352265424451815,61.77049085791023
38.360341598926844,61.77041550477953
38.3668330968149,61.77035493715679
38.37854235528509,61.770245686262484
38.399663325558244,61.770048621273546
38.437760988737715,61.76969315864678
38.506480934884436,61.76905198093325
38.630436857749295,61.76789543498614
38.85402653840009,61.76580927618876
39.759095087266466,61.75736471510728
41.39145137004108,61.742116113269155
74.65854044013903,61.43071284675826
134.60716230714584,60.865857040938785
242.5067111115672,59.83679171125339
436.26760017786665,57.946532251199045
782.6518052290879,54.41808362386896
1396.1019421934936,47.614803045735094
2461.347079024083,33.74933155895733
4976.3584842445825,66.73044729337293
10664.280252323764,123.1597040559987
20961.58897582055,30.65170238717445
42972.34729617805,152.11682408607643
86400.0,101.179974
