Отчёт создан с помощью MIDE
Тип времени: UTC
Отчёт создан 22.09.2023 10:48:13.884
Временной интервал отчёта от 22.09.2023 09:00:00.000 до 24.09.2023 09:00:00.000
Отчёт создан в системе координат Earth/J2000
Время; dist.norm
22.09.2023 09:10:00.000; 13949.537248
22.09.2023 09:10:10.000; 13952.560260
22.09.2023 09:10:20.000; 13954.000568
22.09.2023 09:10:30.000; 13953.858028
22.09.2023 09:10:40.000; 13952.132724
22.09.2023 09:10:50.000; 13948.824916
22.09.2023 09:11:00.000; 13943.935113
22.09.2023 09:11:10.000; 13937.463992
22.09.2023 09:11:20.000; 13929.412407
22.09.2023 09:11:30.000; 13919.781520
22.09.2023 09:11:40.000; 13908.572600
22.09.2023 09:11:50.000; 13895.787095
22.09.2023 09:12:00.000; 13881.426818
22.09.2023 09:12:10.000; 13865.493631
22.09.2023 09:12:20.000; 13847.989577
22.09.2023 09:12:30.000; 13828.917118
22.09.2023 09:12:40.000; 13808.278710
22.09.2023 09:12:50.000; 13786.076988
22.09.2023 09:13:00.000; 13762.315064
22.09.2023 09:13:10.000; 13736.995882
22.09.2023 09:13:20.000; 13710.122987
22.09.2023 09:13:30.000; 13681.699823
22.09.2023 09:13:40.000; 13651.730013
22.09.2023 09:13:50.000; 13620.217751
22.09.2023 09:14:00.000; 13587.167075
22.09.2023 09:14:10.000; 13552.582200
22.09.2023 09:14:20.000; 13516.467969
22.09.2023 09:14:30.000; 13478.829011
22.09.2023 09:14:40.000; 13439.670137
22.09.2023 09:14:50.000; 13398.996837
22.09.2023 09:15:00.000; 13356.814334
22.09.2023 09:15:10.000; 13313.128033
22.09.2023 09:15:20.000; 13267.944071
22.09.2023 09:15:30.000; 13221.268269
22.09.2023 09:15:40.000; 13173.106624
22.09.2023 09:15:50.000; 13123.465925
22.09.2023 09:16:00.000; 13072.352587
22.09.2023 09:16:10.000; 13019.773206
22.09.2023 09:16:20.000; 12965.735222
22.09.2023 09:16:30.000; 12910.245650
22.09.2023 09:16:40.000; 12853.311685
22.09.2023 09:16:50.000; 12794.941421
22.09.2023 09:17:00.000; 12735.142233
22.09.2023 09:17:10.000; 12673.922651
22.09.2023 09:17:20.000; 12611.290697
22.09.2023 09:17:30.000; 12547.254579
22.09.2023 09:17:40.000; 12481.823491
22.09.2023 09:17:50.000; 12415.006067
22.09.2023 09:18:00.000; 12346.811131
22.09.2023 09:18:10.000; 12277.248546
22.09.2023 09:18:20.000; 12206.327567
22.09.2023 09:18:30.000; 12134.057644
22.09.2023 09:18:40.000; 12060.449319
22.09.2023 09:18:50.000; 11985.512480
22.09.2023 09:19:00.000; 11909.257216
22.09.2023 09:19:10.000; 11831.694760
22.09.2023 09:19:20.000; 11752.835650
22.09.2023 09:19:30.000; 11672.690630
22.09.2023 09:19:40.000; 11591.271640
22.09.2023 09:19:50.000; 11508.589889
22.09.2023 09:20:00.000; 11424.656796
22.09.2023 09:20:10.000; 11339.485035
22.09.2023 09:20:20.000; 11253.086506
22.09.2023 09:20:30.000; 11165.473335
22.09.2023 09:20:40.000; 11076.658954
22.09.2023 09:20:50.000; 10986.655628
22.09.2023 09:21:00.000; 10895.477317
22.09.2023 09:21:10.000; 10803.137154
22.09.2023 09:21:20.000; 10709.648526
22.09.2023 09:21:30.000; 10615.026219
22.09.2023 09:21:40.000; 10519.284172
22.09.2023 09:21:50.000; 10422.436593
22.09.2023 09:22:00.000; 10324.499152
22.09.2023 09:22:10.000; 10225.486656
22.09.2023 09:22:20.000; 10125.414202
22.09.2023 09:22:30.000; 10024.298421
22.09.2023 09:22:40.000; 9922.155063
22.09.2023 09:22:50.000; 9819.000206
22.09.2023 09:23:00.000; 9714.851529
22.09.2023 09:23:10.000; 9609.725835
22.09.2023 09:23:20.000; 9503.640292
22.09.2023 09:23:30.000; 9396.613748
22.09.2023 09:23:40.000; 9288.664189
22.09.2023 09:23:50.000; 9179.810019
22.09.2023 09:24:00.000; 9070.071411
22.09.2023 09:24:10.000; 8959.467703
22.09.2023 09:24:20.000; 8848.018722
22.09.2023 09:24:30.000; 8735.746168
22.09.2023 09:24:40.000; 8622.670496
22.09.2023 09:24:50.000; 8508.814566
22.09.2023 09:25:00.000; 8394.200498
22.09.2023 09:25:10.000; 8278.851059
22.09.2023 09:25:20.000; 8162.791115
22.09.2023 09:25:30.000; 8046.044892
22.09.2023 09:25:40.000; 7928.637402
22.09.2023 09:25:50.000; 7810.595933
22.09.2023 09:26:00.000; 7691.947272
22.09.2023 09:26:10.000; 7572.719180
22.09.2023 09:26:20.000; 7452.941915
22.09.2023 09:26:30.000; 7332.645436
22.09.2023 09:26:40.000; 7211.860922
22.09.2023 09:26:50.000; 7090.622338
22.09.2023 09:27:00.000; 6968.963631
22.09.2023 09:27:10.000; 6846.920301
22.09.2023 09:27:20.000; 6724.531014
22.09.2023 09:27:30.000; 6601.834810
22.09.2023 09:27:40.000; 6478.872735
22.09.2023 09:27:50.000; 6355.689511
22.09.2023 09:28:00.000; 6232.330782
22.09.2023 09:28:10.000; 6108.844815
22.09.2023 09:28:20.000; 5985.284254
22.09.2023 09:28:30.000; 5861.702922
22.09.2023 09:28:40.000; 5738.160121
22.09.2023 09:28:50.000; 5614.717496
22.09.2023 09:29:00.000; 5491.440935
22.09.2023 09:29:10.000; 5368.402489
22.09.2023 09:29:20.000; 5245.677891
22.09.2023 09:29:30.000; 5123.348606
22.09.2023 09:29:40.000; 5001.503909
22.09.2023 09:29:50.000; 4880.238624
22.09.2023 09:30:00.000; 4759.655373
22.09.2023 09:30:10.000; 4639.866867
22.09.2023 09:30:20.000; 4520.993939
22.09.2023 09:30:30.000; 4403.168050
22.09.2023 09:30:40.000; 4286.533838
22.09.2023 09:30:50.000; 4171.247519
22.09.2023 09:31:00.000; 4057.479678
22.09.2023 09:31:10.000; 3945.418067
22.09.2023 09:31:20.000; 3835.266384
22.09.2023 09:31:30.000; 3727.247262
22.09.2023 09:31:40.000; 3621.605138
22.09.2023 09:31:50.000; 3518.605196
22.09.2023 09:32:00.000; 3418.536148
22.09.2023 09:32:10.000; 3321.712570
22.09.2023 09:32:20.000; 3228.472908
22.09.2023 09:32:30.000; 3139.182782
22.09.2023 09:32:40.000; 3054.231703
22.09.2023 09:32:50.000; 2974.032568
22.09.2023 09:33:00.000; 2899.019444
22.09.2023 09:33:10.000; 2829.640852
22.09.2023 09:33:20.000; 2766.354122
22.09.2023 09:33:30.000; 2709.617242
22.09.2023 09:33:40.000; 2659.876436
22.09.2023 09:33:50.000; 2617.554305
22.09.2023 09:34:00.000; 2583.036135
22.09.2023 09:34:10.000; 2556.654307
22.09.2023 09:34:20.000; 2538.674977
22.09.2023 09:34:30.000; 2529.286012
22.09.2023 09:34:40.000; 2528.587480
22.09.2023 09:34:50.000; 2536.587008
22.09.2023 09:35:00.000; 2553.199146
22.09.2023 09:35:10.000; 2578.249852
22.09.2023 09:35:20.000; 2611.485030
22.09.2023 09:35:30.000; 2652.581689
22.09.2023 09:35:40.000; 2701.162728
22.09.2023 09:35:50.000; 2756.810170
22.09.2023 09:36:00.000; 2819.080672
22.09.2023 09:36:10.000; 2887.518064
22.09.2023 09:36:20.000; 2961.663621
22.09.2023 09:36:30.000; 3041.066870
22.09.2023 09:36:40.000; 3125.291903
22.09.2023 09:36:50.000; 3213.921344
22.09.2023 09:37:00.000; 3306.561739
22.09.2023 09:37:10.000; 3402.844522
22.09.2023 09:37:20.000; 3502.425568
22.09.2023 09:37:30.000; 3604.987429
22.09.2023 09:37:40.000; 3710.237526
22.09.2023 09:37:50.000; 3817.905695
22.09.2023 09:38:00.000; 3927.745333
22.09.2023 09:38:10.000; 4039.530631
22.09.2023 09:38:20.000; 4153.053587
22.09.2023 09:38:30.000; 4268.125118
22.09.2023 09:38:40.000; 4384.572201
22.09.2023 09:38:50.000; 4502.234982
22.09.2023 09:39:00.000; 4620.968217
22.09.2023 09:39:10.000; 4740.638633
22.09.2023 09:39:20.000; 4861.122297
22.09.2023 09:39:30.000; 4982.306948
22.09.2023 09:39:40.000; 5104.087160
22.09.2023 09:39:50.000; 5226.366890
22.09.2023 09:40:00.000; 5349.057242
22.09.2023 09:40:10.000; 5472.074282
22.09.2023 09:40:20.000; 5595.341374
22.09.2023 09:40:30.000; 5718.787143
22.09.2023 09:40:40.000; 5842.343474
22.09.2023 09:40:50.000; 5965.948051
22.09.2023 09:41:00.000; 6089.542454
22.09.2023 09:41:10.000; 6213.070316
22.09.2023 09:41:20.000; 6336.479976
22.09.2023 09:41:30.000; 6459.722702
22.09.2023 09:41:40.000; 6582.750941
22.09.2023 09:41:50.000; 6705.521066
22.09.2023 09:42:00.000; 6827.991669
22.09.2023 09:42:10.000; 6950.121908
22.09.2023 09:42:20.000; 7071.874285
22.09.2023 09:42:30.000; 7193.213017
22.09.2023 09:42:40.000; 7314.102434
22.09.2023 09:42:50.000; 7434.509791
22.09.2023 09:43:00.000; 7554.403678
22.09.2023 09:43:10.000; 7673.752486
22.09.2023 09:43:20.000; 7792.527679
22.09.2023 09:43:30.000; 7910.699878
22.09.2023 09:43:40.000; 8028.242132
22.09.2023 09:43:50.000; 8145.128408
22.09.2023 09:44:00.000; 8261.332126
22.09.2023 09:44:10.000; 8376.828930
22.09.2023 09:44:20.000; 8491.595207
22.09.2023 09:44:30.000; 8605.606673
22.09.2023 09:44:40.000; 8718.841098
22.09.2023 09:44:50.000; 8831.276871
22.09.2023 09:45:00.000; 8942.891618
22.09.2023 09:45:10.000; 9053.664885
22.09.2023 09:45:20.000; 9163.576741
22.09.2023 09:45:30.000; 9272.606432
22.09.2023 09:45:40.000; 9380.735014
22.09.2023 09:45:50.000; 9487.943987
22.09.2023 09:46:00.000; 9594.213995
22.09.2023 09:46:10.000; 9699.527399
22.09.2023 09:46:20.000; 9803.866941
22.09.2023 09:46:30.000; 9907.214495
22.09.2023 09:46:40.000; 10009.553562
22.09.2023 09:46:50.000; 10110.867985
22.09.2023 09:47:00.000; 10211.140731
22.09.2023 09:47:10.000; 10310.356718
22.09.2023 09:47:20.000; 10408.499586
22.09.2023 09:47:30.000; 10505.554482
22.09.2023 09:47:40.000; 10601.506839
22.09.2023 09:47:50.000; 10696.341233
22.09.2023 09:48:00.000; 10790.043682
22.09.2023 09:48:10.000; 10882.600471
22.09.2023 09:48:20.000; 10973.997041
22.09.2023 09:48:30.000; 11064.220221
22.09.2023 09:48:40.000; 11153.257084
22.09.2023 09:48:50.000; 11241.093887
22.09.2023 09:49:00.000; 11327.718220
22.09.2023 09:49:10.000; 11413.117897
22.09.2023 09:49:20.000; 11497.279952
22.09.2023 09:49:30.000; 11580.192693
22.09.2023 09:49:40.000; 11661.844643
22.09.2023 09:49:50.000; 11742.223578
22.09.2023 09:50:00.000; 11821.318495
22.09.2023 09:50:10.000; 11899.118597
22.09.2023 09:50:20.000; 11975.612379
22.09.2023 09:50:30.000; 12050.789502
22.09.2023 09:50:40.000; 12124.639827
22.09.2023 09:50:50.000; 12197.152548
22.09.2023 09:51:00.000; 12268.318257
22.09.2023 09:51:10.000; 12338.126605
22.09.2023 09:51:20.000; 12406.568321
22.09.2023 09:51:30.000; 12473.634330
22.09.2023 09:51:40.000; 12539.314959
22.09.2023 09:51:50.000; 12603.601563
22.09.2023 09:52:00.000; 12666.485685
22.09.2023 09:52:10.000; 12727.958325
22.09.2023 09:52:20.000; 12788.011450
22.09.2023 09:52:30.000; 12846.637217
22.09.2023 09:52:40.000; 12903.827286
22.09.2023 09:52:50.000; 12959.574235
22.09.2023 09:53:00.000; 13013.870827
22.09.2023 09:53:10.000; 13066.709378
22.09.2023 09:53:20.000; 13118.083071
22.09.2023 09:53:30.000; 13167.985270
22.09.2023 09:53:40.000; 13216.408945
22.09.2023 09:53:50.000; 13263.347879
22.09.2023 09:54:00.000; 13308.796034
22.09.2023 09:54:10.000; 13352.747035
22.09.2023 09:54:20.000; 13395.195260
22.09.2023 09:54:30.000; 13436.135269
22.09.2023 09:54:40.000; 13475.561335
22.09.2023 09:54:50.000; 13513.468585
22.09.2023 09:55:00.000; 13549.851723
22.09.2023 09:55:10.000; 13584.706122
22.09.2023 09:55:20.000; 13618.027335
22.09.2023 09:55:30.000; 13649.810717
22.09.2023 09:55:40.000; 13680.052235
22.09.2023 09:55:50.000; 13708.748035
22.09.2023 09:56:00.000; 13735.894123
22.09.2023 09:56:10.000; 13761.487061
22.09.2023 09:56:20.000; 13785.523587
22.09.2023 09:56:30.000; 13808.000360
22.09.2023 09:56:40.000; 13828.914533
22.09.2023 09:56:50.000; 13848.263440
22.09.2023 09:57:00.000; 13866.044390
22.09.2023 09:57:10.000; 13882.255130
22.09.2023 09:57:20.000; 13896.893589
22.09.2023 09:57:30.000; 13909.957726
22.09.2023 09:57:40.000; 13921.445883
22.09.2023 09:57:50.000; 13931.356584
22.09.2023 09:58:00.000; 13939.688438
22.09.2023 09:58:10.000; 13946.440408
22.09.2023 09:58:20.000; 13951.611538
22.09.2023 09:58:30.000; 13955.201162
22.09.2023 09:58:40.000; 13957.208795
22.09.2023 09:58:50.000; 13957.634133
22.09.2023 09:59:00.000; 13956.477106
22.09.2023 09:59:10.000; 13953.737822
22.09.2023 09:59:20.000; 13949.416631
22.09.2023 09:59:30.000; 13943.514057
22.09.2023 09:59:40.000; 13936.030804
22.09.2023 09:59:50.000; 13926.967874
22.09.2023 10:00:00.000; 13916.326387
22.09.2023 10:00:10.000; 13904.107642
22.09.2023 10:00:20.000; 13890.313294
22.09.2023 10:00:30.000; 13874.945057
22.09.2023 10:00:40.000; 13858.004826
22.09.2023 10:00:50.000; 13839.494908
22.09.2023 10:01:00.000; 13819.417615
22.09.2023 10:01:10.000; 13797.775436
22.09.2023 10:01:20.000; 13774.571330
22.09.2023 10:01:30.000; 13749.808204
22.09.2023 10:01:40.000; 13723.489145
22.09.2023 10:01:50.000; 13695.617763
22.09.2023 10:02:00.000; 13666.197440
22.09.2023 10:02:10.000; 13635.232222
22.09.2023 10:02:20.000; 13602.726010
22.09.2023 10:02:30.000; 13568.682882
22.09.2023 10:02:40.000; 13533.107539
22.09.2023 10:02:50.000; 13496.004478
22.09.2023 10:03:00.000; 13457.378375
22.09.2023 10:03:10.000; 13417.234582
22.09.2023 10:03:20.000; 13375.578195
22.09.2023 10:03:30.000; 13332.414488
22.09.2023 10:03:40.000; 13287.749468
22.09.2023 10:03:50.000; 13241.588829
22.09.2023 10:04:00.000; 13193.938446
22.09.2023 10:04:10.000; 13144.804981
22.09.2023 10:04:20.000; 13094.194728
22.09.2023 10:04:30.000; 13042.114167
22.09.2023 10:04:40.000; 12988.570616
22.09.2023 10:04:50.000; 12933.570974
22.09.2023 10:05:00.000; 12877.122326
22.09.2023 10:05:10.000; 12819.232651
22.09.2023 10:05:20.000; 12759.909458
22.09.2023 10:05:30.000; 12699.160442
22.09.2023 10:05:40.000; 12636.994246
22.09.2023 10:05:50.000; 12573.418735
22.09.2023 10:06:00.000; 12508.442999
22.09.2023 10:06:10.000; 12442.075574
22.09.2023 10:06:20.000; 12374.325190
22.09.2023 10:06:30.000; 12305.201613
22.09.2023 10:06:40.000; 12234.714008
22.09.2023 10:06:50.000; 12162.871738
22.09.2023 10:07:00.000; 12089.685254
22.09.2023 10:07:10.000; 12015.164363
22.09.2023 10:07:20.000; 11939.319074
22.09.2023 10:07:30.000; 11862.160537
22.09.2023 10:07:40.000; 11783.699215
22.09.2023 10:07:50.000; 11703.945780
22.09.2023 10:08:00.000; 11622.912100
22.09.2023 10:08:10.000; 11540.609314
22.09.2023 10:08:20.000; 11457.048780
22.09.2023 10:08:30.000; 11372.243103
22.09.2023 10:08:40.000; 11286.204127
22.09.2023 10:08:50.000; 11198.943920
22.09.2023 10:09:00.000; 11110.475859
22.09.2023 10:09:10.000; 11020.812520
22.09.2023 10:09:20.000; 10929.966723
22.09.2023 10:09:30.000; 10837.952647
22.09.2023 10:09:40.000; 10744.783272
22.09.2023 10:09:50.000; 10650.473341
22.09.2023 10:10:00.000; 10555.036756
22.09.2023 10:10:10.000; 10458.487692
22.09.2023 10:10:20.000; 10360.841784
22.09.2023 10:10:30.000; 10262.113810
22.09.2023 10:10:40.000; 10162.318843
22.09.2023 10:10:50.000; 10061.473484
22.09.2023 10:11:00.000; 9959.593465
22.09.2023 10:11:10.000; 9856.694846
22.09.2023 10:11:20.000; 9752.795287
22.09.2023 10:11:30.000; 9647.911576
22.09.2023 10:11:40.000; 9542.060872
22.09.2023 10:11:50.000; 9435.258895
22.09.2023 10:12:00.000; 9327.532974
22.09.2023 10:12:10.000; 9218.892158
22.09.2023 10:12:20.000; 9109.359732
22.09.2023 10:12:30.000; 8998.955033
22.09.2023 10:12:40.000; 8887.697886
22.09.2023 10:12:50.000; 8775.609993
22.09.2023 10:13:00.000; 8662.712267
22.09.2023 10:13:10.000; 8549.026203
22.09.2023 10:13:20.000; 8434.575289
22.09.2023 10:13:30.000; 8319.381843
22.09.2023 10:13:40.000; 8203.470731
22.09.2023 10:13:50.000; 8086.866180
22.09.2023 10:14:00.000; 7969.593204
22.09.2023 10:14:10.000; 7851.679088
22.09.2023 10:14:20.000; 7733.150614
22.09.2023 10:14:30.000; 7614.035536
22.09.2023 10:14:40.000; 7494.364098
22.09.2023 10:14:50.000; 7374.166240
22.09.2023 10:15:00.000; 7253.473116
22.09.2023 10:15:10.000; 7132.318658
22.09.2023 10:15:20.000; 7010.736768
22.09.2023 10:15:30.000; 6888.762891
22.09.2023 10:15:40.000; 6766.435625
22.09.2023 10:15:50.000; 6643.793924
22.09.2023 10:16:00.000; 6520.878728
22.09.2023 10:16:10.000; 6397.734636
22.09.2023 10:16:20.000; 6274.407135
22.09.2023 10:16:30.000; 6150.944312
22.09.2023 10:16:40.000; 6027.398592
22.09.2023 10:16:50.000; 5903.824039
22.09.2023 10:17:00.000; 5780.278154
22.09.2023 10:17:10.000; 5656.823717
22.09.2023 10:17:20.000; 5533.525692
22.09.2023 10:17:30.000; 5410.455635
22.09.2023 10:17:40.000; 5287.688696
22.09.2023 10:17:50.000; 5165.305661
22.09.2023 10:18:00.000; 5043.395012
22.09.2023 10:18:10.000; 4922.050651
22.09.2023 10:18:20.000; 4801.374125
22.09.2023 10:18:30.000; 4681.476900
22.09.2023 10:18:40.000; 4562.478363
22.09.2023 10:18:50.000; 4444.508305
22.09.2023 10:19:00.000; 4327.709434
22.09.2023 10:19:10.000; 4212.235739
22.09.2023 10:19:20.000; 4098.255248
22.09.2023 10:19:30.000; 3985.952783
22.09.2023 10:19:40.000; 3875.528695
22.09.2023 10:19:50.000; 3767.201811
22.09.2023 10:20:00.000; 3661.212271
22.09.2023 10:20:10.000; 3557.820432
22.09.2023 10:20:20.000; 3457.309629
22.09.2023 10:20:30.000; 3359.988523
22.09.2023 10:20:40.000; 3266.189114
22.09.2023 10:20:50.000; 3176.270143
22.09.2023 10:21:00.000; 3090.613905
22.09.2023 10:21:10.000; 3009.625945
22.09.2023 10:21:20.000; 2933.733118
22.09.2023 10:21:30.000; 2863.377216
22.09.2023 10:21:40.000; 2799.009773
22.09.2023 10:21:50.000; 2741.084459
22.09.2023 10:22:00.000; 2690.045200
22.09.2023 10:22:10.000; 2646.314912
22.09.2023 10:22:20.000; 2610.282336
22.09.2023 10:22:30.000; 2582.286776
22.09.2023 10:22:40.000; 2562.604937
22.09.2023 10:22:50.000; 2551.438732
22.09.2023 10:23:00.000; 2548.905280
22.09.2023 10:23:10.000; 2555.031528
22.09.2023 10:23:20.000; 2569.752683
22.09.2023 10:23:30.000; 2592.915581
22.09.2023 10:23:40.000; 2624.286196
22.09.2023 10:23:50.000; 2663.559922
22.09.2023 10:24:00.000; 2710.375403
22.09.2023 10:24:10.000; 2764.328418
22.09.2023 10:24:20.000; 2824.985142
22.09.2023 10:24:30.000; 2891.896795
22.09.2023 10:24:40.000; 2964.609137
22.09.2023 10:24:50.000; 3042.673780
22.09.2023 10:25:00.000; 3125.654910
22.09.2023 10:25:10.000; 3213.133666
22.09.2023 10:25:20.000; 3304.713873
22.09.2023 10:25:30.000; 3400.023372
22.09.2023 10:25:40.000; 3498.713862
22.09.2023 10:25:50.000; 3600.463348
22.09.2023 10:26:00.000; 3704.974538
22.09.2023 10:26:10.000; 3811.972529
22.09.2023 10:26:20.000; 3921.206051
22.09.2023 10:26:30.000; 4032.444776
22.09.2023 10:26:40.000; 4145.476387
22.09.2023 10:26:50.000; 4260.107715
22.09.2023 10:27:00.000; 4376.161893
22.09.2023 10:27:10.000; 4493.475482
22.09.2023 10:27:20.000; 4611.899901
22.09.2023 10:27:30.000; 4731.298780
22.09.2023 10:27:40.000; 4851.545331
22.09.2023 10:27:50.000; 4972.524161
22.09.2023 10:28:00.000; 5094.128878
22.09.2023 10:28:10.000; 5216.259732
22.09.2023 10:28:20.000; 5338.826252
22.09.2023 10:28:30.000; 5461.742608
22.09.2023 10:28:40.000; 5584.930415
22.09.2023 10:28:50.000; 5708.316689
22.09.2023 10:29:00.000; 5831.831836
22.09.2023 10:29:10.000; 5955.412169
22.09.2023 10:29:20.000; 6078.998013
22.09.2023 10:29:30.000; 6202.531835
22.09.2023 10:29:40.000; 6325.960902
22.09.2023 10:29:50.000; 6449.235486
22.09.2023 10:30:00.000; 6572.307117
22.09.2023 10:30:10.000; 6695.131314
22.09.2023 10:30:20.000; 6817.665882
22.09.2023 10:30:30.000; 6939.869241
22.09.2023 10:30:40.000; 7061.703214
22.09.2023 10:30:50.000; 7183.131383
22.09.2023 10:31:00.000; 7304.117489
22.09.2023 10:31:10.000; 7424.628235
22.09.2023 10:31:20.000; 7544.631701
22.09.2023 10:31:30.000; 7664.095795
22.09.2023 10:31:40.000; 7782.991058
22.09.2023 10:31:50.000; 7901.289124
22.09.2023 10:32:00.000; 8018.961219
22.09.2023 10:32:10.000; 8135.981420
22.09.2023 10:32:20.000; 8252.322804
22.09.2023 10:32:30.000; 8367.960690
22.09.2023 10:32:40.000; 8482.871167
22.09.2023 10:32:50.000; 8597.029664
22.09.2023 10:33:00.000; 8710.413686
22.09.2023 10:33:10.000; 8823.001372
22.09.2023 10:33:20.000; 8934.770113
22.09.2023 10:33:30.000; 9045.699235
22.09.2023 10:33:40.000; 9155.768598
22.09.2023 10:33:50.000; 9264.957254
22.09.2023 10:34:00.000; 9373.246076
22.09.2023 10:34:10.000; 9480.616393
22.09.2023 10:34:20.000; 9587.048687
22.09.2023 10:34:30.000; 9692.525166
22.09.2023 10:34:40.000; 9797.028433
22.09.2023 10:34:50.000; 9900.540225
22.09.2023 10:35:00.000; 10003.043921
22.09.2023 10:35:10.000; 10104.523248
22.09.2023 10:35:20.000; 10204.961060
22.09.2023 10:35:30.000; 10304.341781
22.09.2023 10:35:40.000; 10402.650143
22.09.2023 10:35:50.000; 10499.870014
22.09.2023 10:36:00.000; 10595.987146
22.09.2023 10:36:10.000; 10690.986032
22.09.2023 10:36:20.000; 10784.852626
22.09.2023 10:36:30.000; 10877.573144
22.09.2023 10:36:40.000; 10969.132970
22.09.2023 10:36:50.000; 11059.518876
22.09.2023 10:37:00.000; 11148.717889
22.09.2023 10:37:10.000; 11236.716218
22.09.2023 10:37:20.000; 11323.501413
22.09.2023 10:37:30.000; 11409.061254
22.09.2023 10:37:40.000; 11493.382741
22.09.2023 10:37:50.000; 11576.454153
22.09.2023 10:38:00.000; 11658.263992
22.09.2023 10:38:10.000; 11738.800012
22.09.2023 10:38:20.000; 11818.051193
22.09.2023 10:38:30.000; 11896.006726
22.09.2023 10:38:40.000; 11972.655095
22.09.2023 10:38:50.000; 12047.985954
22.09.2023 10:39:00.000; 12121.989161
22.09.2023 10:39:10.000; 12194.653910
22.09.2023 10:39:20.000; 12265.970510
22.09.2023 10:39:30.000; 12335.929470
22.09.2023 10:39:40.000; 12404.520674
22.09.2023 10:39:50.000; 12471.735342
22.09.2023 10:40:00.000; 12537.563814
22.09.2023 10:40:10.000; 12601.997460
22.09.2023 10:40:20.000; 12665.027842
22.09.2023 10:40:30.000; 12726.645976
22.09.2023 10:40:40.000; 12786.843855
22.09.2023 10:40:50.000; 12845.613659
22.09.2023 10:41:00.000; 12902.947073
22.09.2023 10:41:10.000; 12958.836705
22.09.2023 10:41:20.000; 13013.275346
22.09.2023 10:41:30.000; 13066.255345
22.09.2023 10:41:40.000; 13117.769917
22.09.2023 10:41:50.000; 13167.812462
22.09.2023 10:42:00.000; 13216.375987
22.09.2023 10:42:10.000; 13263.454311
22.09.2023 10:42:20.000; 13309.041439
22.09.2023 10:42:30.000; 13353.131033
22.09.2023 10:42:40.000; 13395.717515
22.09.2023 10:42:50.000; 13436.795488
22.09.2023 10:43:00.000; 13476.359269
22.09.2023 10:43:10.000; 13514.404030
22.09.2023 10:43:20.000; 13550.924523
22.09.2023 10:43:30.000; 13585.916168
22.09.2023 10:43:40.000; 13619.374566
22.09.2023 10:43:50.000; 13651.295120
22.09.2023 10:44:00.000; 13681.673849
