Отчёт создан с помощью MIDE
Тип времени: UTC
Отчёт создан 13.10.2023 11:11:57.552
Временной интервал отчёта от 13.10.2023 09:00:00.000 до 14.10.2023 09:00:00.000
Отчёт создан в системе координат Earth/TEME
Время; ka-facil.norm
13.10.2023 10:06:30.000; 2809.046446
13.10.2023 10:07:00.000; 3012.248159
13.10.2023 10:07:30.000; 3215.781433
13.10.2023 10:08:00.000; 3419.393412
13.10.2023 10:08:30.000; 3622.876147
13.10.2023 10:09:00.000; 3826.054836
13.10.2023 10:09:30.000; 4028.779565
13.10.2023 10:10:00.000; 4230.919392
13.10.2023 10:10:30.000; 4432.358055
13.10.2023 10:11:00.000; 4632.990805
13.10.2023 10:11:30.000; 4832.722037
13.10.2023 10:12:00.000; 5031.463497
13.10.2023 10:12:30.000; 5229.132921
13.10.2023 10:13:00.000; 5425.652965
13.10.2023 10:13:30.000; 5620.950649
13.10.2023 10:14:00.000; 5814.955657
13.10.2023 10:14:30.000; 6007.601397
13.10.2023 10:15:00.000; 6198.823534
13.10.2023 10:15:30.000; 6388.559931
13.10.2023 10:16:00.000; 6576.750375
13.10.2023 10:16:30.000; 6763.336366
13.10.2023 10:17:00.000; 6948.260937
13.10.2023 10:17:30.000; 7131.468510
13.10.2023 10:18:00.000; 7312.904783
13.10.2023 10:18:30.000; 7492.516625
13.10.2023 10:19:00.000; 7670.252003
13.10.2023 10:19:30.000; 7846.059915
13.10.2023 10:20:00.000; 8019.890334
13.10.2023 10:20:30.000; 8191.694168
13.10.2023 10:21:00.000; 8361.423222
13.10.2023 10:21:30.000; 8529.030169
13.10.2023 10:22:00.000; 8694.468531
13.10.2023 10:22:30.000; 8857.692655
13.10.2023 10:23:00.000; 9018.657704
13.10.2023 10:23:30.000; 9177.319646
13.10.2023 10:24:00.000; 9333.635242
13.10.2023 10:24:30.000; 9487.562252
13.10.2023 10:25:00.000; 9639.058606
13.10.2023 10:25:30.000; 9788.083642
13.10.2023 10:26:00.000; 9934.597278
13.10.2023 10:26:30.000; 10078.560225
13.10.2023 10:27:00.000; 10219.933982
13.10.2023 10:27:30.000; 10358.680849
13.10.2023 10:28:00.000; 10494.763925
13.10.2023 10:28:30.000; 10628.147116
13.10.2023 10:29:00.000; 10758.795141
13.10.2023 10:29:30.000; 10886.673536
13.10.2023 10:30:00.000; 11011.748662
13.10.2023 10:30:30.000; 11133.987711
13.10.2023 10:31:00.000; 11253.358713
13.10.2023 10:31:30.000; 11369.830543
13.10.2023 10:32:00.000; 11483.372925
13.10.2023 10:32:30.000; 11593.956442
13.10.2023 10:33:00.000; 11701.552541
13.10.2023 10:33:30.000; 11806.133537
13.10.2023 10:34:00.000; 11907.672624
13.10.2023 10:34:30.000; 12006.143876
13.10.2023 10:35:00.000; 12101.522254
13.10.2023 10:35:30.000; 12193.783613
13.10.2023 10:36:00.000; 12282.904822
13.10.2023 10:36:30.000; 12368.863294
13.10.2023 10:37:00.000; 12451.637710
13.10.2023 10:37:30.000; 12531.207539
13.10.2023 10:38:00.000; 12607.553161
13.10.2023 10:38:30.000; 12680.655871
13.10.2023 10:39:00.000; 12750.497886
13.10.2023 10:39:30.000; 12817.062337
13.10.2023 10:40:00.000; 12880.333282
13.10.2023 10:40:30.000; 12940.295697
13.10.2023 10:41:00.000; 12996.935486
13.10.2023 10:41:30.000; 13050.239472
13.10.2023 10:42:00.000; 13100.195405
13.10.2023 10:42:30.000; 13146.791956
13.10.2023 10:43:00.000; 13190.018720
13.10.2023 10:43:30.000; 13229.866213
13.10.2023 10:44:00.000; 13266.325869
13.10.2023 10:44:30.000; 13299.390040
13.10.2023 10:45:00.000; 13329.051996
13.10.2023 10:45:30.000; 13355.305918
13.10.2023 10:46:00.000; 13378.146896
13.10.2023 10:46:30.000; 13397.570930
13.10.2023 10:47:00.000; 13413.574941
13.10.2023 10:47:30.000; 13426.156690
13.10.2023 10:48:00.000; 13435.314902
13.10.2023 10:48:30.000; 13441.049169
13.10.2023 10:49:00.000; 13443.359976
13.10.2023 10:49:30.000; 13442.248689
13.10.2023 10:50:00.000; 13437.717559
13.10.2023 10:50:30.000; 13429.769712
13.10.2023 10:51:00.000; 13418.409148
13.10.2023 10:51:30.000; 13403.640734
13.10.2023 10:52:00.000; 13385.470203
13.10.2023 10:52:30.000; 13363.904149
13.10.2023 10:53:00.000; 13338.950019
13.10.2023 10:53:30.000; 13310.616115
13.10.2023 10:54:00.000; 13278.911586
13.10.2023 10:54:30.000; 13243.846426
13.10.2023 10:55:00.000; 13205.431468
13.10.2023 10:55:30.000; 13163.678384
13.10.2023 10:56:00.000; 13118.599678
13.10.2023 10:56:30.000; 13070.208685
13.10.2023 10:57:00.000; 13018.519567
13.10.2023 10:57:30.000; 12963.547311
13.10.2023 10:58:00.000; 12905.307724
13.10.2023 10:58:30.000; 12843.817349
13.10.2023 10:59:00.000; 12779.093796
13.10.2023 10:59:30.000; 12711.155243
13.10.2023 11:00:00.000; 12640.020765
13.10.2023 11:00:30.000; 12565.710245
13.10.2023 11:01:00.000; 12488.244379
13.10.2023 11:01:30.000; 12407.644673
13.10.2023 11:02:00.000; 12323.933442
13.10.2023 11:02:30.000; 12237.133809
13.10.2023 11:03:00.000; 12147.269707
13.10.2023 11:03:30.000; 12054.365878
13.10.2023 11:04:00.000; 11958.447874
13.10.2023 11:04:30.000; 11859.542058
13.10.2023 11:05:00.000; 11757.675605
13.10.2023 11:05:30.000; 11652.876506
13.10.2023 11:06:00.000; 11545.173565
13.10.2023 11:06:30.000; 11434.596409
13.10.2023 11:07:00.000; 11321.175485
13.10.2023 11:07:30.000; 11204.942067
13.10.2023 11:08:00.000; 11085.928260
13.10.2023 11:08:30.000; 10964.167004
13.10.2023 11:09:00.000; 10839.692080
13.10.2023 11:09:30.000; 10712.537947
13.10.2023 11:10:00.000; 10582.740431
13.10.2023 11:10:30.000; 10450.335714
13.10.2023 11:11:00.000; 10315.361021
13.10.2023 11:11:30.000; 10177.854463
13.10.2023 11:12:00.000; 10037.855050
13.10.2023 11:12:30.000; 9895.402705
13.10.2023 11:13:00.000; 9750.538283
13.10.2023 11:13:30.000; 9603.303588
13.10.2023 11:14:00.000; 9453.741396
13.10.2023 11:14:30.000; 9301.895482
13.10.2023 11:15:00.000; 9147.810646
13.10.2023 11:15:30.000; 8991.532749
13.10.2023 11:16:00.000; 8833.108751
13.10.2023 11:16:30.000; 8672.586754
13.10.2023 11:17:00.000; 8510.016057
13.10.2023 11:17:30.000; 8345.447211
13.10.2023 11:18:00.000; 8178.932090
13.10.2023 11:18:30.000; 8010.523970
13.10.2023 11:19:00.000; 7840.277624
13.10.2023 11:19:30.000; 7668.249429
13.10.2023 11:20:00.000; 7494.497488
13.10.2023 11:20:30.000; 7319.081788
13.10.2023 11:21:00.000; 7142.064126
13.10.2023 11:21:30.000; 6963.509270
13.10.2023 11:22:00.000; 6783.483777
13.10.2023 11:22:30.000; 6602.057225
13.10.2023 11:23:00.000; 6419.302318
13.10.2023 11:23:30.000; 6235.295294
13.10.2023 11:24:00.000; 6050.116412
13.10.2023 11:24:30.000; 5863.850535
13.10.2023 11:25:00.000; 5676.587842
13.10.2023 11:25:30.000; 5488.424686
13.10.2023 11:26:00.000; 5299.464640
13.10.2023 11:26:30.000; 5109.819789
13.10.2023 11:27:00.000; 4919.612310
13.10.2023 11:27:30.000; 4728.976443
13.10.2023 11:28:00.000; 4538.060947
13.10.2023 11:28:30.000; 4347.032185
13.10.2023 11:29:00.000; 4156.078027
13.10.2023 11:29:30.000; 3965.412820
13.10.2023 11:30:00.000; 3775.283755
13.10.2023 11:30:30.000; 3585.979091
13.10.2023 11:31:00.000; 3397.838843
13.10.2023 11:31:30.000; 3211.268738
13.10.2023 11:32:00.000; 3026.758322
13.10.2023 11:32:30.000; 2844.906096
13.10.2023 11:33:00.000; 2666.449876
13.10.2023 11:33:30.000; 2492.309507
13.10.2023 11:34:00.000; 2323.640617
13.10.2023 11:34:30.000; 2161.902610
13.10.2023 11:35:00.000; 2008.939870
13.10.2023 11:35:30.000; 1867.068883
13.10.2023 11:36:00.000; 1739.150262
13.10.2023 11:36:30.000; 1628.600900
13.10.2023 11:37:00.000; 1539.271218
13.10.2023 11:37:30.000; 1475.098292
13.10.2023 11:38:00.000; 1439.497455
13.10.2023 11:38:30.000; 1434.612453
13.10.2023 11:39:00.000; 1460.734931
13.10.2023 11:39:30.000; 1516.217074
13.10.2023 11:40:00.000; 1597.931559
13.10.2023 11:40:30.000; 1702.010104
13.10.2023 11:41:00.000; 1824.516959
13.10.2023 11:41:30.000; 1961.875483
13.10.2023 11:42:00.000; 2111.049072
13.10.2023 11:42:30.000; 2269.559908
13.10.2023 11:43:00.000; 2435.428442
13.10.2023 11:43:30.000; 2607.087599
13.10.2023 11:44:00.000; 2783.297370
13.10.2023 11:44:30.000; 2963.073755
13.10.2023 11:45:00.000; 3145.629611
13.10.2023 11:45:30.000; 3330.329606
13.10.2023 11:46:00.000; 3516.655577
13.10.2023 11:46:30.000; 3704.180229
13.10.2023 11:47:00.000; 3892.547168
13.10.2023 11:47:30.000; 4081.455720
13.10.2023 11:48:00.000; 4270.649339
13.10.2023 11:48:30.000; 4459.906692
13.10.2023 11:49:00.000; 4649.034776
13.10.2023 11:49:30.000; 4837.863550
13.10.2023 11:50:00.000; 5026.241730
13.10.2023 11:50:30.000; 5214.033472
13.10.2023 11:51:00.000; 5401.115734
13.10.2023 11:51:30.000; 5587.376165
13.10.2023 11:52:00.000; 5772.711404
13.10.2023 11:52:30.000; 5957.025709
13.10.2023 11:53:00.000; 6140.229830
13.10.2023 11:53:30.000; 6322.240098
13.10.2023 11:54:00.000; 6502.977661
13.10.2023 11:54:30.000; 6682.368108
13.10.2023 11:55:00.000; 6860.339982
13.10.2023 11:55:30.000; 7036.825794
13.10.2023 11:56:00.000; 7211.760693
13.10.2023 11:56:30.000; 7385.082407
13.10.2023 11:57:00.000; 7556.730983
13.10.2023 11:57:30.000; 7726.648569
13.10.2023 11:58:00.000; 7894.779229
13.10.2023 11:58:30.000; 8061.068793
13.10.2023 11:59:00.000; 8225.464714
13.10.2023 11:59:30.000; 8387.915961
13.10.2023 12:00:00.000; 8548.372920
13.10.2023 12:00:30.000; 8706.787314
13.10.2023 12:01:00.000; 8863.112125
13.10.2023 12:01:30.000; 9017.301544
13.10.2023 12:02:00.000; 9169.310908
13.10.2023 12:02:30.000; 9319.096667
13.10.2023 12:03:00.000; 9466.616340
13.10.2023 12:03:30.000; 9611.828485
13.10.2023 12:04:00.000; 9754.692671
13.10.2023 12:04:30.000; 9895.169457
13.10.2023 12:05:00.000; 10033.220375
13.10.2023 12:05:30.000; 10168.807909
13.10.2023 12:06:00.000; 10301.895663
13.10.2023 12:06:30.000; 10432.447636
13.10.2023 12:07:00.000; 10560.429290
13.10.2023 12:07:30.000; 10685.806820
13.10.2023 12:08:00.000; 10808.547333
13.10.2023 12:08:30.000; 10928.618840
13.10.2023 12:09:00.000; 11045.990256
13.10.2023 12:09:30.000; 11160.631398
13.10.2023 12:10:00.000; 11272.512982
13.10.2023 12:10:30.000; 11381.606623
13.10.2023 12:11:00.000; 11487.884836
13.10.2023 12:11:30.000; 11591.321033
13.10.2023 12:12:00.000; 11691.889529
13.10.2023 12:12:30.000; 11789.565537
13.10.2023 12:13:00.000; 11884.325174
13.10.2023 12:13:30.000; 11976.145458
13.10.2023 12:14:00.000; 12065.004312
13.10.2023 12:14:30.000; 12150.880562
13.10.2023 12:15:00.000; 12233.753944
13.10.2023 12:15:30.000; 12313.605096
13.10.2023 12:16:00.000; 12390.415566
13.10.2023 12:16:30.000; 12464.167811
13.10.2023 12:17:00.000; 12534.845288
13.10.2023 12:17:30.000; 12602.432080
13.10.2023 12:18:00.000; 12666.913466
13.10.2023 12:18:30.000; 12728.275537
13.10.2023 12:19:00.000; 12786.505289
13.10.2023 12:19:30.000; 12841.590629
13.10.2023 12:20:00.000; 12893.520367
13.10.2023 12:20:30.000; 12942.284218
13.10.2023 12:21:00.000; 12987.872801
13.10.2023 12:21:30.000; 13030.277635
13.10.2023 12:22:00.000; 13069.491139
13.10.2023 12:22:30.000; 13105.506628
13.10.2023 12:23:00.000; 13138.318313
13.10.2023 12:23:30.000; 13167.921294
13.10.2023 12:24:00.000; 13194.311562
13.10.2023 12:24:30.000; 13217.485993
13.10.2023 12:25:00.000; 13237.442345
13.10.2023 12:25:30.000; 13254.179256
13.10.2023 12:26:00.000; 13267.696241
13.10.2023 12:26:30.000; 13277.993685
13.10.2023 12:27:00.000; 13285.072844
13.10.2023 12:27:30.000; 13288.935840
13.10.2023 12:28:00.000; 13289.585654
13.10.2023 12:28:30.000; 13287.026123
13.10.2023 12:29:00.000; 13281.261951
13.10.2023 12:29:30.000; 13272.298685
13.10.2023 12:30:00.000; 13260.142722
13.10.2023 12:30:30.000; 13244.801306
13.10.2023 12:31:00.000; 13226.282522
13.10.2023 12:31:30.000; 13204.595295
13.10.2023 12:32:00.000; 13179.749390
13.10.2023 12:32:30.000; 13151.755406
13.10.2023 12:33:00.000; 13120.624774
13.10.2023 12:33:30.000; 13086.369759
13.10.2023 12:34:00.000; 13049.003457
13.10.2023 12:34:30.000; 13008.539792
13.10.2023 12:35:00.000; 12964.993519
13.10.2023 12:35:30.000; 12918.380221
13.10.2023 12:36:00.000; 12868.716313
13.10.2023 12:36:30.000; 12816.019038
13.10.2023 12:37:00.000; 12760.306473
13.10.2023 12:37:30.000; 12701.597528
13.10.2023 12:38:00.000; 12639.911950
13.10.2023 12:38:30.000; 12575.270326
13.10.2023 12:39:00.000; 12507.694087
13.10.2023 12:39:30.000; 12437.205417
13.10.2023 12:40:00.000; 12363.827635
13.10.2023 12:40:30.000; 12287.584644
13.10.2023 12:41:00.000; 12208.501302
13.10.2023 12:41:30.000; 12126.603344
13.10.2023 12:42:00.000; 12041.917386
13.10.2023 12:42:30.000; 11954.470942
13.10.2023 12:43:00.000; 11864.292425
13.10.2023 12:43:30.000; 11771.411170
13.10.2023 12:44:00.000; 11675.857438
13.10.2023 12:44:30.000; 11577.662437
13.10.2023 12:45:00.000; 11476.858338
13.10.2023 12:45:30.000; 11373.478289
13.10.2023 12:46:00.000; 11267.556440
13.10.2023 12:46:30.000; 11159.127963
13.10.2023 12:47:00.000; 11048.229073
13.10.2023 12:47:30.000; 10934.897061
13.10.2023 12:48:00.000; 10819.170317
13.10.2023 12:48:30.000; 10701.088366
13.10.2023 12:49:00.000; 10580.691902
13.10.2023 12:49:30.000; 10458.022828
13.10.2023 12:50:00.000; 10333.124296
13.10.2023 12:50:30.000; 10206.040759
13.10.2023 12:51:00.000; 10076.817844
13.10.2023 12:51:30.000; 9945.503109
13.10.2023 12:52:00.000; 9812.145069
13.10.2023 12:52:30.000; 9676.793951
13.10.2023 12:53:00.000; 9539.501609
13.10.2023 12:53:30.000; 9400.321606
13.10.2023 12:54:00.000; 9259.309315
13.10.2023 12:54:30.000; 9116.522026
13.10.2023 12:55:00.000; 8972.019069
13.10.2023 12:55:30.000; 8825.861949
13.10.2023 12:56:00.000; 8678.114497
13.10.2023 12:56:30.000; 8528.843045
13.10.2023 12:57:00.000; 8378.116608
13.10.2023 12:57:30.000; 8226.007109
13.10.2023 12:58:00.000; 8072.589613
13.10.2023 12:58:30.000; 7917.942600
13.10.2023 12:59:00.000; 7762.148276
13.10.2023 12:59:30.000; 7605.292916
13.10.2023 13:00:00.000; 7447.467254
13.10.2023 13:00:30.000; 7288.766932
13.10.2023 13:01:00.000; 7129.292997
13.10.2023 13:01:30.000; 6969.152475
13.10.2023 13:02:00.000; 6808.458804
13.10.2023 13:02:30.000; 6647.333429
13.10.2023 13:03:00.000; 6485.905350
13.10.2023 13:03:30.000; 6324.312936
13.10.2023 13:04:00.000; 6162.704793
13.10.2023 13:04:30.000; 6001.241003
13.10.2023 13:05:00.000; 5840.094521
13.10.2023 13:05:30.000; 5679.452778
13.10.2023 13:06:00.000; 5519.519482
13.10.2023 13:06:30.000; 5360.516672
13.10.2023 13:07:00.000; 5202.687014
13.10.2023 13:07:30.000; 5046.296391
13.10.2023 13:08:00.000; 4891.636774
13.10.2023 13:08:30.000; 4739.029396
13.10.2023 13:09:00.000; 4588.828196
13.10.2023 13:09:30.000; 4441.423512
13.10.2023 13:10:00.000; 4297.245918
13.10.2023 13:10:30.000; 4156.770090
13.10.2023 13:11:00.000; 4020.518464
13.10.2023 13:11:30.000; 3889.064386
13.10.2023 13:12:00.000; 3763.034305
13.10.2023 13:12:30.000; 3643.108409
13.10.2023 13:13:00.000; 3530.018963
13.10.2023 13:13:30.000; 3424.545309
13.10.2023 13:14:00.000; 3327.505385
13.10.2023 13:14:30.000; 3239.740717
13.10.2023 13:15:00.000; 3162.097022
13.10.2023 13:15:30.000; 3095.398093
13.10.2023 13:16:00.000; 3040.414452
13.10.2023 13:16:30.000; 2997.828355
13.10.2023 13:17:00.000; 2968.197999
13.10.2023 13:17:30.000; 2951.924728
13.10.2023 13:18:00.000; 2949.227376
13.10.2023 13:18:30.000; 2960.127397
13.10.2023 13:19:00.000; 2984.447051
13.10.2023 13:19:30.000; 3021.820941
13.10.2023 13:20:00.000; 3071.719146
13.10.2023 13:20:30.000; 3133.478606
13.10.2023 13:21:00.000; 3206.338643
13.10.2023 13:21:30.000; 3289.476662
13.10.2023 13:22:00.000; 3382.040854
13.10.2023 13:22:30.000; 3483.177848
13.10.2023 13:23:00.000; 3592.054411
13.10.2023 13:23:30.000; 3707.873178
13.10.2023 13:24:00.000; 3829.883005
13.10.2023 13:24:30.000; 3957.385014
13.10.2023 13:25:00.000; 4089.734305
13.10.2023 13:25:30.000; 4226.340820
13.10.2023 13:26:00.000; 4366.666768
13.10.2023 13:26:30.000; 4510.223781
13.10.2023 13:27:00.000; 4656.569281
13.10.2023 13:27:30.000; 4805.302582
13.10.2023 13:28:00.000; 4956.058548
13.10.2023 13:28:30.000; 5108.515855
13.10.2023 13:29:00.000; 5262.369303
13.10.2023 13:29:30.000; 5417.350632
13.10.2023 13:30:00.000; 5573.213475
13.10.2023 13:30:30.000; 5729.733059
13.10.2023 13:31:00.000; 5886.703803
13.10.2023 13:31:30.000; 6043.937172
13.10.2023 13:32:00.000; 6201.259777
13.10.2023 13:32:30.000; 6358.511709
13.10.2023 13:33:00.000; 6515.545058
13.10.2023 13:33:30.000; 6672.222620
13.10.2023 13:34:00.000; 6828.416759
13.10.2023 13:34:30.000; 6984.008404
13.10.2023 13:35:00.000; 7138.886170
13.10.2023 13:35:30.000; 7292.945584
13.10.2023 13:36:00.000; 7446.088611
13.10.2023 13:36:30.000; 7598.222235
13.10.2023 13:37:00.000; 7749.259161
13.10.2023 13:37:30.000; 7899.116533
13.10.2023 13:38:00.000; 8047.715722
13.10.2023 13:38:30.000; 8194.981973
13.10.2023 13:39:00.000; 8340.844075
13.10.2023 13:39:30.000; 8485.234084
13.10.2023 13:40:00.000; 8628.087068
13.10.2023 13:40:30.000; 8769.340884
13.10.2023 13:41:00.000; 8908.935985
13.10.2023 13:41:30.000; 9046.815234
13.10.2023 13:42:00.000; 9182.923757
13.10.2023 13:42:30.000; 9317.208801
13.10.2023 13:43:00.000; 9449.619606
13.10.2023 13:43:30.000; 9580.107297
13.10.2023 13:44:00.000; 9708.624788
13.10.2023 13:44:30.000; 9835.126686
13.10.2023 13:45:00.000; 9959.569221
13.10.2023 13:45:30.000; 10081.910170
13.10.2023 13:46:00.000; 10202.108792
13.10.2023 13:46:30.000; 10320.125777
13.10.2023 13:47:00.000; 10435.923348
13.10.2023 13:47:30.000; 10549.464590
13.10.2023 13:48:00.000; 10660.714351
13.10.2023 13:48:30.000; 10769.638574
13.10.2023 13:49:00.000; 10876.204424
13.10.2023 13:49:30.000; 10980.380256
13.10.2023 13:50:00.000; 11082.135590
13.10.2023 13:50:30.000; 11181.441085
13.10.2023 13:51:00.000; 11278.268518
13.10.2023 13:51:30.000; 11372.590763
13.10.2023 13:52:00.000; 11464.381774
13.10.2023 13:52:30.000; 11553.616566
13.10.2023 13:53:00.000; 11640.271202
13.10.2023 13:53:30.000; 11724.322780
13.10.2023 13:54:00.000; 11805.749414
13.10.2023 13:54:30.000; 11884.530232
13.10.2023 13:55:00.000; 11960.645354
13.10.2023 13:55:30.000; 12034.075889
13.10.2023 13:56:00.000; 12104.803923
13.10.2023 13:56:30.000; 12172.812509
13.10.2023 13:57:00.000; 12238.085660
13.10.2023 13:57:30.000; 12300.608339
13.10.2023 13:58:00.000; 12360.366452
13.10.2023 13:58:30.000; 12417.346915
13.10.2023 13:59:00.000; 12471.537342
13.10.2023 13:59:30.000; 12522.926504
13.10.2023 14:00:00.000; 12571.504001
13.10.2023 14:00:30.000; 12617.260346
13.10.2023 14:01:00.000; 12660.186948
13.10.2023 14:01:30.000; 12700.276114
13.10.2023 14:02:00.000; 12737.521035
13.10.2023 14:02:30.000; 12771.915788
13.10.2023 14:03:00.000; 12803.455323
13.10.2023 14:03:30.000; 12832.135462
13.10.2023 14:04:00.000; 12857.952889
13.10.2023 14:04:30.000; 12880.905150
13.10.2023 14:05:00.000; 12900.990642
13.10.2023 14:05:30.000; 12918.208614
13.10.2023 14:06:00.000; 12932.559153
13.10.2023 14:06:30.000; 12944.043191
13.10.2023 14:07:00.000; 12952.662489
13.10.2023 14:07:30.000; 12958.419641
13.10.2023 14:08:00.000; 12961.318065
13.10.2023 14:08:30.000; 12961.362002
13.10.2023 14:09:00.000; 12958.556510
13.10.2023 14:09:30.000; 12952.907455
13.10.2023 14:10:00.000; 12944.421537
13.10.2023 14:10:30.000; 12933.106248
13.10.2023 14:11:00.000; 12918.969891
13.10.2023 14:11:30.000; 12902.021576
13.10.2023 14:12:00.000; 12882.271218
